Date,High,Low,Open,Close,Volume,Adj Close
2010-08-04,16360.0,16120.0,16340.0,16120.0,10616650.0,13168.0224609375
2010-08-05,16360.0,16060.0,16220.0,16080.0,14028550.0,13135.3466796875
2010-08-06,16200.0,15980.0,16200.0,16020.0,12296750.0,13086.333984375
2010-08-09,16040.0,15960.0,15980.0,16040.0,9138150.0,13102.669921875
2010-08-10,16080.0,15820.0,16000.0,15860.0,14060850.0,12955.6318359375
2010-08-11,15780.0,15540.0,15680.0,15580.0,17957900.0,12726.908203125
2010-08-12,15540.0,15300.0,15360.0,15320.0,21360650.0,12514.5205078125
2010-08-13,15640.0,15340.0,15400.0,15620.0,14274900.0,12759.5849609375
2010-08-16,15660.0,15340.0,15460.0,15640.0,10280000.0,12775.9208984375
2010-08-17,15660.0,15420.0,15540.0,15640.0,14476450.0,12775.9208984375
2010-08-18,15700.0,15480.0,15680.0,15560.0,11715900.0,12710.5732421875
2010-08-19,15780.0,15540.0,15580.0,15780.0,12179900.0,12890.2841796875
2010-08-20,15720.0,15540.0,15600.0,15680.0,12330600.0,12808.5966796875
2010-08-23,15820.0,15640.0,15720.0,15800.0,9081550.0,12906.6201171875
2010-08-24,15720.0,15500.0,15700.0,15660.0,11365400.0,12792.259765625
2010-08-25,15560.0,15440.0,15520.0,15440.0,9263250.0,12612.5498046875
2010-08-26,15660.0,15400.0,15440.0,15460.0,10440100.0,12628.8837890625
2010-08-27,15440.0,15300.0,15300.0,15320.0,12748200.0,12514.5205078125
2010-08-30,15560.0,15440.0,15500.0,15520.0,6984450.0,12677.896484375
2010-08-31,15440.0,15120.0,15320.0,15120.0,22051950.0,12351.14453125
2010-09-01,15260.0,15000.0,15240.0,15040.0,19451700.0,12285.7978515625
2010-09-02,15240.0,14980.0,15200.0,15180.0,18271500.0,12400.158203125
2010-09-03,15280.0,15120.0,15220.0,15220.0,22082500.0,12432.8359375
2010-09-06,15600.0,15360.0,15440.0,15600.0,19708650.0,12743.2470703125
2010-09-07,15800.0,15500.0,15660.0,15760.0,16036000.0,12873.9453125
2010-09-08,15620.0,15420.0,15520.0,15420.0,10954600.0,12596.208984375
2010-09-09,15480.0,15120.0,15340.0,15120.0,30825400.0,12351.14453125
2010-09-10,15440.0,15140.0,15200.0,15320.0,13989000.0,12514.5205078125
2010-09-13,15520.0,15320.0,15400.0,15400.0,11741050.0,12579.87109375
2010-09-14,15620.0,15200.0,15500.0,15200.0,18559950.0,12416.4970703125
2010-09-15,15340.0,15020.0,15260.0,15140.0,19441850.0,12367.4853515625
2010-09-16,15260.0,15080.0,15080.0,15140.0,11734100.0,12367.4853515625
2010-09-17,15560.0,15160.0,15240.0,15460.0,22369300.0,12628.8837890625
2010-09-20,15600.0,15400.0,15480.0,15600.0,14807550.0,12743.2470703125
2010-09-24,15600.0,15160.0,15580.0,15240.0,32766800.0,12449.1728515625
2010-09-27,15360.0,15040.0,15300.0,15100.0,25107150.0,12334.810546875
2010-09-28,15120.0,14900.0,15100.0,14900.0,23315700.0,12171.4345703125
2010-09-29,15500.0,15000.0,15060.0,15440.0,35348050.0,12612.5498046875
2010-09-30,15580.0,15340.0,15440.0,15540.0,16855500.0,12694.2353515625
2010-10-01,15560.0,15380.0,15440.0,15540.0,14805750.0,12694.2353515625
2010-10-04,15620.0,15480.0,15600.0,15600.0,12835350.0,12743.2470703125
2010-10-05,15580.0,15420.0,15440.0,15460.0,14300150.0,12628.8837890625
2010-10-06,15880.0,15520.0,15560.0,15860.0,23555150.0,12955.6318359375
2010-10-07,15660.0,15380.0,15580.0,15400.0,25542150.0,12579.87109375
2010-10-08,15320.0,15060.0,15260.0,15160.0,27125750.0,12383.818359375
2010-10-11,15260.0,15060.0,15240.0,15060.0,18784450.0,12302.1357421875
2010-10-12,15120.0,14920.0,15040.0,14920.0,18391350.0,12187.7734375
2010-10-13,15040.0,14860.0,15040.0,14880.0,20414700.0,12155.0986328125
2010-10-14,15060.0,14840.0,15060.0,15000.0,26710000.0,12253.1220703125
2010-10-15,15120.0,14900.0,15000.0,15080.0,24686150.0,12318.4736328125
2010-10-18,15240.0,14960.0,15140.0,15020.0,13804400.0,12269.4599609375
2010-10-19,15020.0,14820.0,15000.0,14820.0,19450000.0,12106.0859375
2010-10-20,14980.0,14700.0,14800.0,14900.0,18474100.0,12171.4345703125
2010-10-21,15300.0,14820.0,14900.0,15300.0,28370400.0,12498.1826171875
2010-10-22,15540.0,15340.0,15460.0,15540.0,20425550.0,12694.2353515625
2010-10-25,15580.0,15340.0,15460.0,15420.0,12353450.0,12596.208984375
2010-10-26,15420.0,15160.0,15360.0,15260.0,15629050.0,12465.5126953125
2010-10-27,15300.0,15020.0,15160.0,15060.0,16732750.0,12302.1357421875
2010-10-28,15300.0,15060.0,15200.0,15280.0,14631600.0,12481.8447265625
2010-10-29,15300.0,14900.0,15280.0,14900.0,23060950.0,12171.4345703125
2010-11-01,15060.0,14860.0,15060.0,14940.0,14837800.0,12204.1083984375
2010-11-02,14960.0,14740.0,14940.0,14800.0,16536700.0,12089.7470703125
2010-11-03,14980.0,14780.0,14800.0,14800.0,17874950.0,12089.7470703125
2010-11-04,15280.0,14900.0,14940.0,15260.0,27312500.0,12465.5126953125
2010-11-05,15800.0,15500.0,15600.0,15520.0,35165050.0,12677.896484375
2010-11-08,15760.0,15520.0,15700.0,15560.0,13961400.0,12710.5732421875
2010-11-09,15680.0,15340.0,15680.0,15480.0,12801650.0,12645.22265625
2010-11-10,15800.0,15500.0,15600.0,15800.0,21088000.0,12906.6201171875
2010-11-11,15980.0,15340.0,15860.0,15340.0,44525300.0,12530.8583984375
2010-11-12,15800.0,15460.0,15680.0,15560.0,28325650.0,12710.5732421875
2010-11-15,16300.0,15700.0,15720.0,16160.0,35892450.0,13200.697265625
2010-11-16,16400.0,16000.0,16280.0,16220.0,29475050.0,13249.70703125
2010-11-17,16080.0,15900.0,16020.0,15900.0,17123100.0,12988.3115234375
2010-11-18,16100.0,15860.0,15940.0,15980.0,13296000.0,13053.6591796875
2010-11-19,16380.0,16000.0,16160.0,16360.0,19355150.0,13364.0732421875
2010-11-22,16960.0,16360.0,16400.0,16960.0,36057400.0,13854.197265625
2010-11-23,17020.0,16680.0,17000.0,16800.0,18280200.0,13723.4970703125
2010-11-24,17040.0,16500.0,16520.0,17020.0,31792000.0,13903.2099609375
2010-11-25,17060.0,16760.0,17060.0,16900.0,18359500.0,13805.185546875
2010-11-26,16980.0,16640.0,16960.0,16740.0,15679300.0,13674.4814453125
2010-11-29,16920.0,16620.0,16700.0,16720.0,15401050.0,13658.1484375
2010-11-30,16920.0,16520.0,16640.0,16520.0,21205500.0,13494.7705078125
2010-12-01,16560.0,16280.0,16480.0,16400.0,18777150.0,13396.7451171875
2010-12-02,17180.0,16500.0,16560.0,17180.0,30608400.0,14033.91015625
2010-12-03,17940.0,17340.0,17400.0,17880.0,39373850.0,14605.7216796875
2010-12-06,17980.0,17700.0,17800.0,17800.0,16837550.0,14540.3740234375
2010-12-07,18420.0,17700.0,17740.0,18020.0,24906050.0,14720.0830078125
2010-12-08,18200.0,17740.0,18060.0,17760.0,16803250.0,14507.6982421875
2010-12-09,18360.0,17680.0,17700.0,18340.0,29422050.0,14981.4833984375
2010-12-10,18380.0,18140.0,18300.0,18380.0,12757050.0,15014.1591796875
2010-12-13,18640.0,18320.0,18380.0,18600.0,15359300.0,15193.8720703125
2010-12-14,18740.0,18420.0,18740.0,18580.0,22126100.0,15177.53515625
2010-12-15,18500.0,18200.0,18500.0,18320.0,16449400.0,14965.14453125
2010-12-16,18380.0,18160.0,18160.0,18220.0,11684200.0,14883.458984375
2010-12-17,18580.0,18240.0,18280.0,18520.0,17297200.0,15128.5224609375
2010-12-20,18640.0,18280.0,18340.0,18640.0,16911750.0,15226.544921875
2010-12-21,18800.0,18500.0,18620.0,18720.0,12599300.0,15291.89453125
2010-12-22,19060.0,18720.0,18780.0,18780.0,16626800.0,15340.9111328125
2010-12-23,18760.0,18500.0,18720.0,18720.0,10985500.0,15291.89453125
2010-12-24,18780.0,18500.0,18780.0,18500.0,8471650.0,15112.1845703125
2010-12-27,18600.0,18300.0,18500.0,18440.0,10524200.0,15063.169921875
2010-12-28,19000.0,18520.0,18560.0,18760.0,15650700.0,15324.572265625
2010-12-29,19020.0,18640.0,18700.0,18900.0,11918900.0,15521.671875
2010-12-30,19040.0,18840.0,18840.0,18980.0,9181500.0,15587.3759765625
2011-01-03,19320.0,19000.0,19100.0,19160.0,13241050.0,15735.2021484375
2011-01-04,19220.0,18980.0,19120.0,19160.0,13713100.0,15735.2021484375
2011-01-05,19100.0,18840.0,19100.0,18840.0,16787500.0,15472.3984375
2011-01-06,18980.0,18460.0,18840.0,18600.0,19360400.0,15275.2978515625
2011-01-07,18580.0,18280.0,18300.0,18420.0,23139800.0,15127.47265625
2011-01-10,18560.0,18180.0,18360.0,18340.0,18326750.0,15061.767578125
2011-01-11,18440.0,18160.0,18340.0,18260.0,19550800.0,14996.0712890625
2011-01-12,18660.0,18280.0,18280.0,18600.0,20555800.0,15275.2978515625
2011-01-13,18980.0,18340.0,18980.0,18440.0,28239850.0,15143.8974609375
2011-01-14,18680.0,18300.0,18560.0,18660.0,15382350.0,15324.572265625
2011-01-17,19020.0,18800.0,18900.0,18980.0,20582100.0,15587.3759765625
2011-01-18,19620.0,18980.0,19000.0,19380.0,29631350.0,15915.8681640625
2011-01-19,20000.0,19320.0,19580.0,19940.0,33343200.0,16375.7744140625
2011-01-20,19800.0,19580.0,19740.0,19640.0,15244400.0,16129.4013671875
2011-01-21,19680.0,19400.0,19520.0,19420.0,16666400.0,15948.728515625
2011-01-24,19660.0,19320.0,19360.0,19420.0,13609350.0,15948.728515625
2011-01-25,19800.0,19420.0,19440.0,19500.0,13970550.0,16014.423828125
2011-01-26,19980.0,19600.0,19700.0,19960.0,13352500.0,16392.203125
2011-01-27,20040.0,19820.0,19900.0,19880.0,15367000.0,16326.4970703125
2011-01-28,20280.0,19800.0,19960.0,20200.0,19118950.0,16589.296875
2011-01-31,20200.0,19620.0,20180.0,19620.0,21411900.0,16112.97265625
2011-02-01,19900.0,19580.0,19640.0,19660.0,13468450.0,16145.8251953125
2011-02-07,20080.0,19440.0,20040.0,19440.0,24252200.0,15965.1474609375
2011-02-08,19480.0,19180.0,19400.0,19220.0,30483500.0,15784.4765625
2011-02-09,19460.0,19020.0,19460.0,19200.0,20984650.0,15768.0439453125
2011-02-10,19300.0,18700.0,19200.0,18720.0,30669300.0,15373.845703125
2011-02-11,18860.0,18260.0,18700.0,18300.0,26489900.0,15028.9208984375
2011-02-14,19100.0,18500.0,18560.0,19060.0,19565800.0,15653.0693359375
2011-02-15,19400.0,18940.0,19260.0,19160.0,18105800.0,15735.2021484375
2011-02-16,19400.0,18900.0,19040.0,18900.0,15182650.0,15521.671875
2011-02-17,19260.0,18860.0,19060.0,19080.0,14348550.0,15669.49609375
2011-02-18,19320.0,19140.0,19300.0,19200.0,10253850.0,15768.0439453125
2011-02-21,19300.0,18840.0,19280.0,18960.0,13750850.0,15570.9501953125
2011-02-22,18960.0,18680.0,18780.0,18760.0,12181550.0,15406.697265625
2011-02-23,18820.0,18500.0,18500.0,18600.0,17193000.0,15275.2978515625
2011-02-24,18680.0,18400.0,18520.0,18580.0,18110900.0,15258.87109375
2011-02-25,18660.0,18460.0,18560.0,18520.0,15181200.0,15209.5927734375
2011-02-28,18680.0,18400.0,18400.0,18460.0,16274800.0,15160.3193359375
2011-03-02,18460.0,18240.0,18280.0,18360.0,16134300.0,15078.1982421875
2011-03-03,18540.0,18320.0,18380.0,18460.0,18074200.0,15160.3193359375
2011-03-04,18900.0,18540.0,18680.0,18900.0,18569150.0,15521.671875
2011-03-07,18860.0,18120.0,18860.0,18120.0,31883600.0,14881.09375
2011-03-08,18240.0,17880.0,18220.0,17980.0,24905400.0,14766.1181640625
2011-03-09,18160.0,17640.0,18120.0,17800.0,26296300.0,14618.296875
2011-03-10,17680.0,17320.0,17580.0,17320.0,41630200.0,14224.0927734375
2011-03-11,17520.0,17200.0,17220.0,17240.0,26884000.0,14158.390625
2011-03-14,18020.0,17060.0,17600.0,18000.0,33325000.0,14782.5478515625
2011-03-15,18040.0,17120.0,18020.0,17200.0,36313200.0,14125.541015625
2011-03-16,17900.0,17440.0,17700.0,17720.0,39939050.0,14552.5927734375
2011-03-17,17800.0,17360.0,17560.0,17800.0,22505200.0,14618.296875
2011-03-18,17900.0,17660.0,17840.0,17820.0,19166050.0,14634.7197265625
2011-03-21,17980.0,17680.0,17820.0,17800.0,14473500.0,14618.296875
2011-03-22,17940.0,17400.0,17840.0,17500.0,21810300.0,14371.9208984375
2011-03-23,17600.0,17180.0,17600.0,17460.0,25229000.0,14339.0703125
2011-03-24,17760.0,17480.0,17600.0,17600.0,15392550.0,14454.0400390625
2011-03-25,18200.0,17800.0,17840.0,18200.0,31078100.0,14946.796875
2011-03-28,18440.0,18180.0,18300.0,18320.0,15890200.0,15045.345703125
2011-03-29,18320.0,18000.0,18140.0,18320.0,17204100.0,15045.345703125
2011-03-30,18580.0,18320.0,18320.0,18520.0,20685150.0,15209.5927734375
2011-03-31,18720.0,18420.0,18720.0,18640.0,26376550.0,15308.146484375
2011-04-01,18800.0,18540.0,18720.0,18800.0,22471700.0,15439.548828125
2011-04-04,18900.0,18780.0,18800.0,18900.0,16716750.0,15521.671875
2011-04-05,18960.0,18700.0,18960.0,18900.0,11922000.0,15521.671875
2011-04-06,18840.0,18300.0,18800.0,18460.0,27471850.0,15160.3193359375
2011-04-07,18700.0,18100.0,18500.0,18180.0,21781250.0,14930.373046875
2011-04-08,18280.0,17900.0,18220.0,17960.0,25983450.0,14749.697265625
2011-04-11,18140.0,17760.0,17960.0,17880.0,20582800.0,14683.994140625
2011-04-12,17800.0,17640.0,17720.0,17640.0,15766950.0,14486.896484375
2011-04-13,18020.0,17600.0,17740.0,18020.0,16627750.0,14798.970703125
2011-04-14,18000.0,17680.0,18000.0,18000.0,25265700.0,14782.5478515625
2011-04-15,17980.0,17640.0,17960.0,17760.0,22274750.0,14585.447265625
2011-04-18,17840.0,17320.0,17820.0,17340.0,27418700.0,14240.5166015625
2011-04-19,17500.0,17060.0,17060.0,17500.0,23078650.0,14371.9208984375
2011-04-20,18320.0,17720.0,17780.0,18320.0,32044250.0,15045.345703125
2011-04-21,18740.0,18360.0,18600.0,18560.0,27071850.0,15242.4482421875
2011-04-22,18540.0,18040.0,18480.0,18080.0,18825450.0,14848.2421875
2011-04-25,18220.0,17780.0,18020.0,17780.0,14338950.0,14601.8662109375
2011-04-26,17980.0,17600.0,17980.0,17940.0,19174650.0,14733.26953125
2011-04-27,18540.0,18220.0,18340.0,18480.0,26379400.0,15176.74609375
2011-04-28,18540.0,17980.0,18480.0,18000.0,20803400.0,14782.5478515625
2011-04-29,18160.0,17600.0,18020.0,17860.0,21415000.0,14667.5693359375
2011-05-02,18740.0,18080.0,18200.0,18640.0,32544850.0,15308.146484375
2011-05-03,18800.0,18440.0,18720.0,18760.0,25366500.0,15406.697265625
2011-05-04,18680.0,18000.0,18600.0,18300.0,25769850.0,15028.9208984375
2011-05-06,18280.0,17900.0,17980.0,17980.0,23637450.0,14766.1181640625
2011-05-09,18220.0,17820.0,18160.0,17820.0,13543350.0,14634.7197265625
2011-05-11,17900.0,17640.0,17780.0,17840.0,22363750.0,14651.14453125
2011-05-12,18020.0,17660.0,17720.0,17700.0,27616100.0,14536.1689453125
2011-05-13,18480.0,17800.0,17920.0,18320.0,33438000.0,15045.345703125
2011-05-16,18380.0,17960.0,18340.0,18020.0,16123700.0,14798.970703125
2011-05-17,17960.0,17780.0,17940.0,17800.0,11549950.0,14618.296875
2011-05-18,17980.0,17720.0,17860.0,17860.0,16579300.0,14667.5693359375
2011-05-19,17960.0,17600.0,17820.0,17600.0,19345200.0,14454.0400390625
